,Npy1r,Drd1,Sema3c,Drd2,Htr2c,Htr1b,Vdr,Gpx3,Dlk1,Vgf,Ppp1r1b,Nefm,Cartpt,Prkcd,Tac1,Penk,Gal,Sst,Pdyn,Nts,Tac2,Ebf1,Crym,Gad1,Cyp26b1,Crh,Oprk1,Vipr2,Scn4b,y,x
m264M_10008,0.0,0.0,0.0,15.0,26.0,11.0,8.0,5.0,1.0,113.0,90.0,0.0,4.0,8.0,2.0,22.0,0.0,96.0,124.0,2.0,2.0,36.0,68.0,53.0,8.0,3.0,6.0,1.0,8.0,703.7942315620703,779.0524862574439
m264M_10018,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,13.0,0.0,2.0,0.0,0.0,914.8467948851232,864.9943965069133
m264M_10019,4.0,0.0,1.0,9.0,4.0,4.0,7.0,17.0,6.0,267.0,8.0,98.0,6.0,3.0,3.0,7.0,2.0,27.0,4.0,3.0,1.0,36.0,30.0,16.0,119.0,1.0,12.0,0.0,2.0,1052.284376092021,978.9814036109492
m264M_10025,7.0,0.0,5.0,14.0,8.0,18.0,4.0,15.0,10.0,80.0,50.0,1.0,7.0,13.0,1.0,147.0,0.0,25.0,29.0,5.0,11.0,7.0,29.0,114.0,80.0,0.0,0.0,2.0,0.0,407.2379776915616,738.5819786614937
m264M_10027,1.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,1.0,3.0,16.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,15.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,100.6911794208057,741.4580067950169
m264M_10034,1.0,2.0,0.0,22.0,8.0,9.0,3.0,12.0,0.0,35.0,66.0,8.0,0.0,0.0,0.0,164.0,1.0,6.0,4.0,2.0,0.0,15.0,33.0,23.0,24.0,0.0,1.0,0.0,1.0,323.64605467770264,992.7559936460163
m264M_10035,0.0,10.0,0.0,4.0,6.0,1.0,3.0,14.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,12.0,12.0,53.0,0.0,0.0,0.0,0.0,0.0,941.9749867273416,177.20774617621038
m264M_10043,2.0,2.0,0.0,12.0,6.0,17.0,3.0,9.0,1.0,6.0,154.0,18.0,3.0,0.0,33.0,24.0,0.0,9.0,16.0,1.0,0.0,21.0,81.0,12.0,7.0,21.0,8.0,0.0,17.0,103.2881770699546,924.522604675058
m264M_10048,3.0,0.0,7.0,26.0,22.0,5.0,3.0,10.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,13.0,2.0,4.0,4.0,1.0,0.0,966.1913800878132,242.8059261896286
m264M_10088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,955.8503485144444,868.8840546931223
m264M_10099,8.0,6.0,1.0,11.0,6.0,7.0,0.0,2.0,3.0,13.0,49.0,0.0,0.0,0.0,0.0,139.0,1.0,11.0,6.0,0.0,0.0,7.0,37.0,9.0,24.0,0.0,2.0,0.0,3.0,305.73729007633585,1024.2468320610687
m264M_10101,1.0,1.0,0.0,19.0,8.0,18.0,0.0,3.0,5.0,106.0,139.0,2.0,44.0,20.0,0.0,187.0,2.0,18.0,13.0,3.0,15.0,2.0,34.0,56.0,58.0,4.0,0.0,0.0,0.0,478.16210488677,618.8281859356376
m264M_10104,5.0,2.0,0.0,12.0,24.0,4.0,0.0,2.0,2.0,229.0,0.0,32.0,0.0,1.0,3.0,4.0,1.0,7.0,5.0,0.0,1.0,24.0,9.0,125.0,34.0,0.0,5.0,1.0,4.0,878.9383112715608,1010.261637919508
m264M_10107,2.0,15.0,0.0,10.0,12.0,5.0,4.0,16.0,2.0,20.0,31.0,11.0,1.0,1.0,1.0,148.0,2.0,7.0,5.0,2.0,0.0,15.0,46.0,34.0,45.0,0.0,0.0,2.0,2.0,340.20699429856256,981.826282823416
m264M_10120,3.0,1.0,32.0,17.0,8.0,7.0,2.0,6.0,124.0,3.0,1.0,0.0,1.0,0.0,67.0,0.0,0.0,8.0,8.0,1.0,3.0,6.0,2.0,48.0,1.0,0.0,5.0,0.0,0.0,815.6641237550328,489.8425365543548
m264M_10132,3.0,6.0,2.0,13.0,4.0,1.0,1.0,5.0,0.0,10.0,5.0,0.0,3.0,0.0,0.0,59.0,0.0,3.0,4.0,0.0,0.0,5.0,5.0,26.0,2.0,0.0,4.0,0.0,1.0,364.61423986945886,1063.655735654066
m264M_10133,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,3.0,22.0,2.0,0.0,8.0,0.0,0.0,483.5563032258065,369.3259870967742
m264M_10149,4.0,11.0,2.0,12.0,7.0,3.0,8.0,12.0,4.0,9.0,35.0,3.0,0.0,4.0,3.0,124.0,2.0,7.0,10.0,2.0,0.0,4.0,34.0,17.0,23.0,0.0,4.0,1.0,0.0,344.7417092651757,994.6572451350568
m264M_10158,2.0,0.0,0.0,6.0,13.0,4.0,2.0,6.0,7.0,5.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,2.0,3.0,8.0,3.0,10.0,0.0,0.0,1.0,0.0,0.0,1051.039769784173,215.4263206577595
m264M_10159,0.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,7.0,10.0,3.0,0.0,1.0,0.0,7.0,0.0,2.0,2.0,2.0,0.0,8.0,4.0,12.0,2.0,0.0,1.0,0.0,0.0,1068.7371660788222,637.0836344119
m264M_10164,5.0,0.0,0.0,11.0,36.0,3.0,3.0,5.0,1.0,7.0,2.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,1.0,90.0,1.0,0.0,1.0,0.0,0.0,809.5302560963166,536.2582471176412
m264M_10169,8.0,10.0,5.0,17.0,25.0,11.0,1.0,9.0,4.0,15.0,37.0,35.0,1.0,1.0,2.0,104.0,1.0,6.0,1.0,0.0,1.0,5.0,4.0,76.0,82.0,1.0,1.0,1.0,2.0,238.9775269108022,673.3231027208309
m264M_10173,0.0,0.0,0.0,9.0,1.0,4.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,310.20287395257617,779.8933000534855
m264M_10182,1.0,5.0,1.0,8.0,8.0,2.0,2.0,2.0,0.0,41.0,9.0,0.0,1.0,1.0,1.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,23.0,0.0,0.0,3.0,1.0,0.0,391.5746585152839,1037.81439650655
m264M_10186,2.0,0.0,0.0,8.0,5.0,1.0,1.0,18.0,15.0,3.0,0.0,1.0,3.0,0.0,25.0,3.0,0.0,4.0,1.0,5.0,0.0,8.0,1.0,78.0,0.0,0.0,6.0,0.0,0.0,1104.780324233672,219.50623124941768
m264M_10187,11.0,0.0,2.0,16.0,32.0,4.0,12.0,45.0,6.0,190.0,4.0,7.0,6.0,0.0,4.0,3.0,2.0,282.0,3.0,1.0,4.0,22.0,14.0,52.0,6.0,3.0,6.0,2.0,0.0,1088.8498601979902,1010.781502304844
m264M_10201,0.0,10.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,39.0,15.0,3.0,0.0,0.0,0.0,47.0,0.0,0.0,8.0,1.0,0.0,5.0,9.0,9.0,1.0,0.0,0.0,0.0,1.0,435.88238430089945,1008.4189206868356
m264M_10208,1.0,1.0,0.0,5.0,3.0,0.0,3.0,5.0,1.0,19.0,12.0,3.0,0.0,0.0,15.0,54.0,0.0,3.0,2.0,1.0,1.0,1.0,19.0,32.0,0.0,0.0,2.0,0.0,0.0,423.81444043321295,965.5545126353792
m264M_10209,3.0,1.0,12.0,6.0,1.0,3.0,2.0,11.0,4.0,7.0,6.0,6.0,1.0,2.0,0.0,6.0,1.0,2.0,0.0,3.0,2.0,13.0,2.0,4.0,3.0,0.0,7.0,3.0,1.0,469.42244262460815,1034.1786876958854
m264M_10210,3.0,4.0,2.0,3.0,1.0,0.0,5.0,4.0,0.0,9.0,12.0,4.0,0.0,0.0,1.0,28.0,1.0,1.0,2.0,1.0,0.0,2.0,6.0,15.0,1.0,0.0,2.0,1.0,0.0,426.6687231563176,1005.8532145829868
m264M_10216,2.0,0.0,0.0,14.0,32.0,1.0,0.0,4.0,1.0,83.0,0.0,3.0,0.0,0.0,0.0,37.0,2.0,128.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.0,1.0,0.0,1.0,966.2092690226776,272.7969978128238
m264M_10224,1.0,0.0,1.0,26.0,12.0,9.0,4.0,14.0,0.0,43.0,70.0,1.0,0.0,0.0,3.0,190.0,2.0,10.0,4.0,3.0,3.0,8.0,47.0,22.0,14.0,0.0,1.0,0.0,1.0,361.9006779065683,965.1016912539516
m264M_10228,1.0,0.0,0.0,17.0,8.0,10.0,5.0,17.0,47.0,76.0,1.0,3.0,3.0,2.0,4.0,6.0,0.0,1.0,3.0,0.0,1.0,8.0,8.0,54.0,20.0,0.0,4.0,0.0,0.0,803.7941225580231,711.6903556520288
m264M_10230,7.0,3.0,5.0,18.0,11.0,9.0,0.0,44.0,1.0,10.0,0.0,4.0,0.0,0.0,11.0,0.0,31.0,0.0,2.0,1.0,2.0,6.0,3.0,60.0,1.0,0.0,2.0,0.0,2.0,961.6145896656534,508.5051671732524
m264M_10232,1.0,0.0,0.0,10.0,1.0,2.0,0.0,8.0,2.0,31.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,7.0,2.0,2.0,3.0,3.0,51.0,1.0,0.0,0.0,0.0,1.0,771.3498073375692,545.1556261529004
m264M_10238,16.0,0.0,0.0,5.0,0.0,1.0,156.0,13.0,6.0,14.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,8.0,5.0,23.0,92.0,6.0,11.0,2.0,0.0,0.0,456.35866609368287,411.0221177481736
m264M_10242,4.0,0.0,0.0,41.0,1.0,9.0,0.0,0.0,1.0,95.0,122.0,0.0,1.0,10.0,0.0,402.0,0.0,6.0,4.0,0.0,0.0,5.0,12.0,72.0,55.0,0.0,0.0,1.0,10.0,665.8638074634937,874.7705919115438
m264M_10244,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.11015512850202,221.9993655938875
m264M_10254,1.0,11.0,2.0,1.0,0.0,1.0,3.0,5.0,0.0,5.0,20.0,2.0,0.0,0.0,2.0,13.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,43.0,0.0,0.0,0.0,0.0,0.0,275.6478485631747,420.474970351224
m264M_10262,2.0,0.0,0.0,4.0,3.0,4.0,0.0,4.0,2.0,12.0,1.0,2.0,0.0,8.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,7.0,3.0,49.0,0.0,1.0,0.0,0.0,0.0,886.7759172019986,221.60820128479656
m264M_10272,4.0,0.0,39.0,8.0,8.0,1.0,3.0,16.0,2.0,38.0,1.0,6.0,0.0,0.0,0.0,31.0,0.0,9.0,4.0,1.0,0.0,3.0,6.0,276.0,1.0,0.0,0.0,0.0,0.0,586.143059739878,928.909174810787
m264M_10279,4.0,1.0,182.0,28.0,1.0,3.0,11.0,7.0,11.0,25.0,9.0,236.0,1.0,4.0,1.0,33.0,2.0,3.0,4.0,2.0,2.0,6.0,3.0,209.0,2.0,1.0,0.0,0.0,7.0,149.08267055982932,623.0442349373913
m264M_10280,1.0,7.0,0.0,7.0,3.0,4.0,4.0,11.0,4.0,5.0,18.0,8.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,55.0,4.0,0.0,0.0,0.0,0.0,814.5162281368823,210.16043237371
m264M_10281,1.0,5.0,0.0,29.0,27.0,20.0,5.0,13.0,3.0,27.0,86.0,25.0,0.0,0.0,0.0,141.0,0.0,5.0,0.0,1.0,1.0,3.0,13.0,36.0,38.0,0.0,0.0,0.0,5.0,162.47349203987503,903.204524624312
m264M_10282,6.0,21.0,1.0,12.0,122.0,5.0,0.0,7.0,3.0,361.0,1.0,34.0,1.0,0.0,1.0,7.0,3.0,348.0,0.0,0.0,1.0,14.0,5.0,315.0,8.0,0.0,3.0,1.0,2.0,928.4896151256152,898.993952861953
m264M_10284,0.0,0.0,2.0,27.0,2.0,11.0,4.0,8.0,1.0,222.0,73.0,1.0,0.0,0.0,0.0,286.0,0.0,8.0,4.0,0.0,0.0,4.0,24.0,38.0,1.0,0.0,0.0,0.0,0.0,388.5680341569768,920.779007994186
m264M_10292,4.0,3.0,0.0,36.0,31.0,7.0,7.0,8.0,0.0,134.0,2.0,11.0,0.0,1.0,0.0,4.0,1.0,83.0,3.0,2.0,1.0,3.0,7.0,52.0,13.0,0.0,4.0,2.0,0.0,808.5494013303769,836.8580044345897
m264M_10296,1.0,1.0,0.0,12.0,7.0,9.0,8.0,13.0,31.0,186.0,190.0,1.0,1.0,13.0,2.0,328.0,0.0,11.0,23.0,10.0,1.0,11.0,27.0,152.0,45.0,2.0,1.0,0.0,0.0,624.8485427135678,796.6586264656618
m264M_10298,12.0,4.0,3.0,35.0,30.0,19.0,10.0,5.0,5.0,187.0,2.0,43.0,2.0,0.0,1.0,9.0,3.0,19.0,4.0,4.0,2.0,16.0,63.0,8.0,42.0,0.0,6.0,0.0,0.0,1114.194997946612,838.9093045859001
m264M_10303,3.0,8.0,1.0,20.0,6.0,16.0,0.0,5.0,1.0,55.0,49.0,11.0,0.0,0.0,0.0,147.0,1.0,13.0,4.0,1.0,0.0,6.0,33.0,6.0,11.0,0.0,2.0,1.0,1.0,294.0572029728881,1004.4068941693712
m264M_10321,4.0,0.0,3.0,5.0,24.0,0.0,1.0,5.0,0.0,145.0,4.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,171.0,0.0,0.0,11.0,0.0,0.0,430.3968660902081,155.38959102594066
m264M_10323,0.0,0.0,85.0,17.0,2.0,0.0,3.0,5.0,0.0,8.0,1.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,188.0,0.0,2.0,0.0,0.0,1.0,175.98631946553294,360.3380595201944
m264M_10328,7.0,4.0,1.0,21.0,55.0,16.0,0.0,9.0,16.0,232.0,139.0,6.0,2.0,7.0,1.0,53.0,0.0,248.0,231.0,10.0,3.0,32.0,85.0,113.0,3.0,2.0,0.0,2.0,3.0,526.6161243990018,805.8147915525533
m264M_10330,2.0,0.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,15.0,1.0,0.0,1.0,0.0,0.0,271.03826266330503,493.60878294751313
m264M_10342,4.0,0.0,1.0,18.0,5.0,2.0,1.0,0.0,10.0,3.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,2.0,1.0,2.0,3.0,0.0,57.0,0.0,0.0,3.0,0.0,0.0,1112.8976984763433,266.42275327452546
m264M_10348,1.0,0.0,3.0,12.0,28.0,13.0,5.0,15.0,132.0,44.0,32.0,10.0,1.0,2.0,0.0,84.0,0.0,3.0,3.0,3.0,9.0,11.0,9.0,158.0,36.0,2.0,22.0,2.0,0.0,348.10463664230133,578.2835170950248
m264M_10356,0.0,1.0,0.0,13.0,21.0,6.0,0.0,5.0,0.0,90.0,22.0,9.0,0.0,0.0,0.0,76.0,0.0,17.0,15.0,0.0,1.0,4.0,6.0,192.0,4.0,1.0,0.0,0.0,1.0,521.8039804400978,863.3067914774713
m264M_10358,7.0,0.0,5.0,26.0,32.0,33.0,6.0,7.0,4.0,203.0,162.0,7.0,3.0,0.0,1.0,47.0,0.0,278.0,141.0,50.0,104.0,14.0,77.0,107.0,7.0,30.0,0.0,3.0,1.0,409.1940016433854,654.7085442344562
m264M_10367,0.0,1.0,0.0,4.0,9.0,22.0,0.0,6.0,4.0,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,1.0,113.0,1.0,2.0,1.0,0.0,1.0,1056.9949272481515,362.6501820783972
m264M_10377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.9358184764992,170.3113841166937
m264M_10382,10.0,2.0,2.0,6.0,0.0,1.0,1.0,2.0,1.0,18.0,3.0,8.0,2.0,0.0,0.0,63.0,3.0,2.0,1.0,1.0,0.0,13.0,2.0,33.0,3.0,1.0,0.0,0.0,2.0,892.9081959405829,1006.527830819821
m264M_10387,1.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,1.0,129.0,1.0,0.0,1.0,1.0,2.0,909.0896638497652,721.0953521126761
m264M_10394,8.0,11.0,1.0,17.0,5.0,15.0,2.0,6.0,0.0,90.0,2.0,52.0,0.0,0.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,2.0,77.0,8.0,54.0,0.0,0.0,0.0,0.0,959.2232662781228,880.6515360030081
m264M_10402,5.0,0.0,2.0,25.0,18.0,9.0,2.0,22.0,5.0,218.0,18.0,36.0,1.0,3.0,6.0,10.0,6.0,26.0,6.0,3.0,3.0,16.0,55.0,15.0,103.0,1.0,36.0,0.0,5.0,894.96418367676,799.8077598271582
m264M_10408,15.0,3.0,0.0,18.0,7.0,18.0,1.0,8.0,5.0,295.0,9.0,60.0,0.0,0.0,0.0,24.0,1.0,8.0,3.0,0.0,1.0,1.0,23.0,6.0,60.0,0.0,0.0,0.0,0.0,785.4934369582112,865.1875363185269
m264M_10415,9.0,14.0,1.0,13.0,82.0,3.0,2.0,23.0,0.0,50.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,6.0,4.0,4.0,171.0,1.0,1.0,8.0,0.0,0.0,530.6804967999493,519.4429833343895
m264M_10416,2.0,0.0,1.0,19.0,14.0,12.0,4.0,6.0,118.0,18.0,8.0,14.0,0.0,2.0,4.0,240.0,1.0,8.0,1.0,4.0,4.0,8.0,3.0,54.0,93.0,2.0,0.0,0.0,0.0,900.5263148469417,607.1519122502659
m264M_10422,3.0,0.0,1.0,3.0,1.0,14.0,9.0,21.0,4.0,70.0,8.0,43.0,1.0,1.0,0.0,6.0,3.0,3.0,5.0,2.0,1.0,17.0,68.0,12.0,63.0,0.0,10.0,0.0,3.0,825.0939241729051,945.7648877082828
m264M_10423,3.0,0.0,0.0,8.0,47.0,21.0,5.0,9.0,1.0,23.0,58.0,0.0,0.0,0.0,0.0,19.0,0.0,119.0,3.0,0.0,0.0,17.0,79.0,46.0,3.0,0.0,1.0,1.0,1.0,424.67709355892464,913.5888583633472
m264M_10425,2.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,37.0,5.0,3.0,0.0,0.0,0.0,33.0,0.0,7.0,6.0,0.0,0.0,3.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,1108.167216220708,634.2276184144922
m264M_10428,3.0,0.0,1.0,28.0,10.0,5.0,2.0,5.0,100.0,106.0,25.0,37.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,1.0,7.0,3.0,6.0,68.0,2.0,0.0,1.0,0.0,0.0,328.9930358162684,551.4315019988578
m264M_10441,1.0,0.0,0.0,11.0,1.0,1.0,3.0,0.0,0.0,7.0,6.0,0.0,3.0,2.0,4.0,14.0,0.0,3.0,7.0,1.0,0.0,15.0,1.0,2.0,6.0,3.0,7.0,0.0,1.0,303.67683895131086,1049.1310736579278
m264M_10443,5.0,5.0,2.0,5.0,2.0,0.0,2.0,3.0,3.0,25.0,11.0,6.0,0.0,0.0,1.0,41.0,1.0,7.0,7.0,0.0,1.0,3.0,3.0,49.0,0.0,0.0,0.0,0.0,0.0,134.68797899063716,805.601603105732
m264M_10444,1.0,0.0,0.0,40.0,16.0,11.0,5.0,9.0,2.0,17.0,64.0,13.0,0.0,0.0,0.0,170.0,1.0,5.0,0.0,1.0,1.0,8.0,14.0,17.0,7.0,0.0,3.0,2.0,13.0,115.78252982311808,1035.289983545866
m264M_10446,1.0,7.0,1.0,2.0,1.0,2.0,8.0,8.0,1.0,19.0,5.0,0.0,0.0,0.0,0.0,52.0,0.0,1.0,2.0,1.0,2.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,398.7083102803738,1013.0488859813086
m264M_10456,0.0,0.0,0.0,17.0,3.0,0.0,1.0,4.0,1.0,5.0,4.0,7.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,9.0,1.0,5.0,2.0,35.0,1.0,1.0,0.0,0.0,0.0,1006.6947168128436,578.6376036866359
m264M_10474,3.0,11.0,0.0,3.0,0.0,2.0,1.0,4.0,4.0,7.0,64.0,1.0,0.0,0.0,11.0,97.0,0.0,2.0,10.0,1.0,32.0,3.0,26.0,34.0,0.0,1.0,2.0,0.0,2.0,446.6595164257556,965.9405808147176
m264M_10477,14.0,7.0,4.0,18.0,8.0,144.0,3.0,6.0,1.0,11.0,7.0,134.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,195.0,6.0,7.0,6.0,0.0,0.0,654.2115795995818,286.87043256012083
m264M_10484,3.0,1.0,1.0,26.0,10.0,5.0,0.0,6.0,0.0,11.0,12.0,6.0,0.0,0.0,1.0,120.0,2.0,4.0,1.0,0.0,2.0,2.0,6.0,18.0,22.0,0.0,1.0,0.0,2.0,203.72117608907143,1078.700745865312
m264M_10486,2.0,0.0,0.0,3.0,2.0,2.0,2.0,38.0,2.0,12.0,0.0,7.0,7.0,0.0,10.0,6.0,140.0,0.0,2.0,0.0,0.0,2.0,0.0,74.0,3.0,0.0,0.0,0.0,1.0,1028.4744544924156,441.2234655775963
m264M_10489,15.0,1.0,3.0,22.0,14.0,20.0,65.0,6.0,8.0,15.0,4.0,12.0,2.0,0.0,2.0,15.0,0.0,4.0,18.0,1.0,4.0,0.0,1.0,49.0,5.0,13.0,0.0,0.0,0.0,779.4961834862386,464.9850642201834
m264M_10490,1.0,0.0,2.0,15.0,3.0,7.0,2.0,6.0,2.0,36.0,1.0,29.0,0.0,5.0,3.0,6.0,1.0,7.0,0.0,3.0,1.0,2.0,2.0,110.0,5.0,0.0,4.0,2.0,2.0,1021.584943326597,1048.354065547843
m264M_10491,6.0,0.0,5.0,12.0,11.0,4.0,2.0,7.0,1.0,167.0,30.0,0.0,0.0,0.0,0.0,69.0,1.0,19.0,18.0,3.0,4.0,9.0,4.0,54.0,1.0,0.0,0.0,0.0,0.0,386.3574105496127,806.0830333210378
m264M_10500,2.0,1.0,0.0,7.0,9.0,2.0,3.0,8.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,794.9877653730288,670.6013361687046
m264M_10501,3.0,7.0,1.0,2.0,3.0,13.0,3.0,2.0,4.0,2.0,29.0,3.0,0.0,0.0,0.0,31.0,0.0,3.0,10.0,3.0,46.0,3.0,11.0,33.0,3.0,1.0,4.0,0.0,0.0,731.9934470989763,569.5449394973627
m264M_10508,4.0,2.0,0.0,13.0,5.0,1.0,7.0,18.0,7.0,11.0,10.0,8.0,0.0,0.0,2.0,58.0,0.0,2.0,4.0,0.0,1.0,9.0,5.0,15.0,1.0,0.0,1.0,3.0,2.0,433.2335746084089,1017.8777988458368
m264M_10524,1.0,0.0,0.0,5.0,1.0,2.0,5.0,15.0,2.0,136.0,9.0,21.0,3.0,2.0,1.0,15.0,0.0,49.0,0.0,0.0,1.0,0.0,5.0,61.0,0.0,2.0,0.0,0.0,0.0,257.0472843742851,594.6153008464883
m264M_10536,7.0,2.0,1.0,25.0,16.0,14.0,4.0,15.0,3.0,126.0,5.0,49.0,1.0,0.0,0.0,17.0,0.0,5.0,1.0,0.0,3.0,8.0,80.0,12.0,65.0,0.0,4.0,1.0,1.0,778.2201741227907,899.2758843704066
m264M_10539,4.0,0.0,0.0,19.0,3.0,0.0,1.0,5.0,5.0,3.0,1.0,2.0,1.0,0.0,8.0,2.0,1.0,2.0,0.0,1.0,1.0,10.0,0.0,99.0,1.0,0.0,5.0,0.0,0.0,1117.801271621515,224.80804201879792
m264M_10541,2.0,0.0,0.0,11.0,2.0,16.0,1.0,5.0,2.0,325.0,290.0,3.0,0.0,0.0,0.0,712.0,0.0,17.0,6.0,0.0,4.0,4.0,43.0,84.0,132.0,0.0,0.0,0.0,0.0,514.7523274778173,924.6613895175486
m264M_10542,4.0,0.0,2.0,9.0,3.0,3.0,2.0,11.0,1.0,174.0,34.0,2.0,188.0,84.0,2.0,37.0,1.0,27.0,30.0,1.0,3.0,7.0,10.0,141.0,8.0,0.0,0.0,0.0,1.0,468.30281316802046,787.023448360105
m264M_10543,2.0,0.0,1.0,34.0,20.0,22.0,3.0,2.0,0.0,56.0,43.0,2.0,2.0,1.0,1.0,133.0,0.0,6.0,4.0,2.0,1.0,3.0,20.0,24.0,8.0,10.0,0.0,3.0,0.0,343.96324061196106,863.9303291608717
m264M_10549,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,244.99044591813404,284.4535650583124
m264M_10551,1.0,0.0,6.0,6.0,4.0,4.0,2.0,8.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,241.53992181391715,549.6203961428199
m264M_10552,1.0,1.0,18.0,10.0,0.0,2.0,0.0,0.0,3.0,2.0,4.0,6.0,1.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,11.0,5.0,6.0,4.0,0.0,4.0,2.0,1.0,291.4153958944282,895.2425764558024
m264M_10560,3.0,0.0,6.0,7.0,16.0,2.0,0.0,5.0,68.0,14.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,25.0,0.0,1.0,2.0,3.0,4.0,61.0,4.0,0.0,0.0,0.0,0.0,867.6050902310715,302.72113870946265
m264M_10565,1.0,0.0,3.0,29.0,22.0,4.0,9.0,14.0,6.0,16.0,4.0,30.0,1.0,1.0,31.0,2.0,0.0,0.0,4.0,7.0,5.0,10.0,3.0,73.0,0.0,1.0,0.0,0.0,1.0,794.6958099033283,380.6984916242344
m264M_10572,1.0,0.0,0.0,11.0,8.0,2.0,1.0,6.0,14.0,137.0,3.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,9.0,16.0,1.0,78.0,0.0,1.0,12.0,0.0,2.0,866.7508289359429,505.8916598757598
m264M_10591,2.0,0.0,0.0,5.0,3.0,3.0,1.0,3.0,1.0,31.0,1.0,5.0,0.0,0.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,5.0,3.0,33.0,2.0,0.0,0.0,0.0,0.0,1134.511049109961,771.5677389218532
